Date,^spx_d,^shc_d,^hsi_d,^ndq_d,^dji_d,^nkx_d
2001-02-16,1301.53,1941.96,15630.3,2425.38,10799.8,13175.49
2001-02-19,,1967.55,15491.0,,,13119.59
2001-02-20,1278.94,1953.22,15527.4,2318.35,10730.9,13248.36
2001-02-21,1255.27,1909.33,15351.5,2268.94,10526.6,13100.08
2001-02-22,1252.82,1907.26,15098.6,2244.96,10526.8,13073.36
2001-02-23,1245.86,1936.35,15280.6,2262.51,10441.9,13246.0
2001-02-26,1267.65,1954.69,15230.2,2308.5,10642.5,13201.14
2001-02-27,1257.94,1962.04,14834.7,2207.82,10636.9,13059.86
2001-02-28,1239.94,1959.18,14787.9,2151.83,10495.3,12883.54
2001-03-01,1241.23,1965.12,14360.6,2183.37,10450.1,12653.23
2001-03-02,1234.18,1985.11,13966.4,2117.63,10466.3,12261.8
2001-03-05,1241.41,1984.2,14135.3,2142.92,10562.3,12322.16
2001-03-06,1253.8,1990.06,14321.0,2204.43,10591.2,12687.74
2001-03-07,1261.89,,,2223.92,10729.6,12723.89
2001-03-08,1264.74,2000.9,14209.0,2168.73,10858.2,12650.56
2001-03-09,1233.42,2011.66,14194.3,2052.78,10644.6,12627.9
2001-03-12,1180.16,2012.55,13776.7,1923.38,10208.2,12171.37
2001-03-13,1197.66,1998.7,13493.0,2014.78,10290.8,11819.7
2001-03-14,1166.71,2018.62,13330.8,1972.09,9973.46,11843.59
2001-03-15,1173.56,2022.6,13504.2,1940.71,10031.3,12152.83
2001-03-16,1150.53,2020.24,13522.0,1890.91,9823.41,12232.98
2001-03-19,1170.81,2036.62,13457.7,1951.18,9959.11,12190.97
2001-03-20,1142.62,2045.79,13223.9,1857.44,9720.76,
2001-03-21,1122.14,2066.39,,1830.23,9487.0,13103.94
2001-03-22,1117.58,2087.53,12621.8,1897.7,9389.48,12853.97
2001-03-23,1139.83,2053.54,12583.4,1928.68,9504.78,13214.54
2001-03-26,1152.69,2089.88,12950.5,1918.49,9687.53,13862.31
2001-03-27,1182.17,2107.26,12707.9,1972.26,9947.54,13638.33
2001-03-28,1153.29,2106.87,12851.4,1854.13,9785.35,13765.51
2001-03-29,1147.95,2101.66,12677.9,1820.57,9799.06,13072.36
2001-03-30,1160.33,2112.77,12760.6,1840.26,9878.78,12999.7
2001-04-02,1145.87,2125.08,12727.3,1782.97,9777.93,12937.86
2001-04-03,1106.46,2123.05,12584.2,1673.0,9485.71,13124.47
2001-04-04,1103.25,2090.72,12063.7,1638.8,9515.42,13242.78
2001-04-05,1151.44,2112.6,,1785.0,9918.05,13381.38
2001-04-06,1128.43,2108.61,12386.6,1720.36,9791.09,13383.76
2001-04-09,1137.59,2117.37,12202.1,1745.71,9845.15,12841.76
2001-04-10,1168.38,2128.48,12213.7,1852.03,10102.7,12620.27
2001-04-11,1165.89,2131.4,12706.4,1898.95,10013.5,13174.93
2001-04-12,1183.5,2134.8,12989.5,1961.43,10126.9,13352.44
2001-04-13,,2145.4,,,,13385.72
2001-04-16,1179.68,2168.06,,1909.57,10158.6,13254.89
2001-04-17,1191.81,2176.68,12606.5,1923.22,10216.7,13067.09
2001-04-18,1238.16,2172.56,12972.8,2079.44,10615.8,13641.79
2001-04-19,1253.69,2172.87,13549.0,2182.14,10693.7,13868.28
2001-04-20,1242.98,2152.33,13448.1,2163.41,10579.8,13765.67
2001-04-23,1224.36,2150.43,13311.5,2059.32,10532.2,13715.6
2001-04-24,1209.47,2166.17,13274.6,2016.61,10454.3,13743.18
2001-04-25,1228.75,2119.18,13249.5,2059.8,10625.2,13827.5
2001-04-26,1234.52,2105.06,13293.1,2034.88,10692.3,13973.03
2001-04-27,1253.05,2115.11,13386.0,2075.68,10810.0,13934.32
2001-04-30,1249.46,2119.18,,2116.24,10735.0,
2001-05-01,1266.44,,,2168.24,10898.3,14425.46
2001-05-02,1267.43,,13814.2,2220.6,10876.7,14421.64
2001-05-03,1248.58,,13708.1,2146.2,10796.7,
2001-05-04,1266.61,,13391.0,2191.53,10951.2,
2001-05-07,1263.51,,13600.8,2173.57,10935.2,14529.41
2001-05-08,1261.2,2137.99,13540.8,2198.77,10883.5,14289.05
2001-05-09,1255.54,2132.89,13585.1,2156.63,10867.0,14084.85
2001-05-10,1255.18,2147.28,13604.8,2128.86,10910.4,14017.79
2001-05-11,1245.67,2155.41,13636.6,2107.43,10821.3,14043.92
2001-05-14,1248.92,2178.47,13259.2,2081.92,10877.3,13873.02
2001-05-15,1249.44,2191.06,13250.1,2085.58,10873.0,14054.03
2001-05-16,1284.99,2199.5,13336.0,2166.43,11215.9,13694.27
2001-05-17,1288.49,2194.65,13637.9,2193.69,11248.6,13910.67
2001-05-18,1291.96,2203.37,13459.2,2198.89,11301.7,13877.77
2001-05-21,1312.83,2213.59,13721.3,2305.59,11337.9,14176.83
2001-05-22,1309.38,2210.34,13878.0,2313.83,11257.2,14091.19
2001-05-23,1289.05,2197.59,13839.1,2243.46,11105.5,14067.7
2001-05-24,1293.17,2198.3,13810.6,2282.02,11122.4,13895.79
2001-05-25,1277.89,2193.58,13754.0,2251.03,11005.4,13765.92
2001-05-28,,2179.7,13739.1,,,13737.77
2001-05-29,1267.93,2180.28,13629.6,2175.54,11039.1,13773.89
2001-05-30,1248.08,2211.2,13420.1,2084.5,10872.6,13493.35
2001-05-31,1255.82,2214.26,13174.4,2110.5,10911.9,13262.14
2001-06-01,1260.67,2219.59,13141.4,2149.44,10990.4,13261.84
2001-06-04,1267.11,2226.78,13207.5,2155.93,11061.5,13312.35
2001-06-05,1283.57,2234.99,13253.4,2233.66,11175.8,13191.01
2001-06-06,1270.03,2238.5,13576.0,2217.74,11070.2,13174.84
2001-06-07,1276.96,2229.81,13703.4,2264.0,11090.7,13277.51
2001-06-08,1264.96,2223.07,13808.9,2215.1,10977.0,13430.22
2001-06-11,1254.39,2214.62,13675.5,2170.78,10922.1,13226.48
2001-06-12,1255.85,2222.96,13526.7,2169.95,10948.4,12840.1
2001-06-13,1241.6,2242.42,13523.3,2121.66,10871.6,12823.45
2001-06-14,1219.87,2202.4,13248.9,2044.07,10690.1,12846.66
2001-06-15,1214.36,2210.97,13102.5,2028.43,10623.6,12790.38
2001-06-18,1208.43,2167.65,12948.8,1988.63,10645.4,12697.79
2001-06-19,1212.58,2170.45,13133.7,1992.66,10596.7,12574.26
2001-06-20,1223.14,2163.12,12918.7,2031.24,10647.3,12674.64
2001-06-21,1237.04,2189.15,13187.5,2058.64,10715.4,12962.43
2001-06-22,1225.35,2206.07,13174.0,2034.84,10604.6,13044.61
2001-06-25,1218.6,2230.2,,2050.87,10504.2,12896.47
2001-06-26,1216.76,2233.59,12962.0,2064.62,10472.5,12978.82
2001-06-27,1211.07,2229.83,13004.2,2074.74,10434.8,12828.98
2001-06-28,1226.2,2219.25,12827.8,2125.64,10566.2,12679.88
2001-06-29,1224.38,2218.03,13042.5,2160.54,10502.4,12969.05
2001-07-02,1236.72,2205.99,13042.5,2148.72,10593.7,12751.18
2001-07-03,1234.45,2211.83,13184.8,2140.8,10571.1,12817.41
2001-07-04,,2202.06,13207.5,,,12629.02
2001-07-05,1219.24,2181.66,12999.5,2080.11,10479.9,12607.3
2001-07-06,1190.59,2170.52,,2004.16,10252.7,12306.08
2001-07-09,1198.78,2169.66,12648.6,2026.71,10299.4,12239.68
2001-07-10,1181.52,2189.78,12713.9,1962.79,10175.6,12300.41
2001-07-11,1180.18,2168.74,12527.9,1972.04,10241.0,12005.11
2001-07-12,1208.14,2165.49,12660.2,2075.74,10479.0,12407.95
2001-07-13,1215.68,2161.34,12612.8,2084.79,10539.1,12355.15
2001-07-16,1202.45,2146.24,12624.5,2029.12,10472.1,12343.37
2001-07-17,1214.44,2140.98,12495.2,2067.32,10606.4,12128.57
2001-07-18,1207.71,2146.54,12427.2,2016.17,10569.8,11892.58
2001-07-19,1215.02,2150.26,12427.2,2046.59,10610.0,11908.39
2001-07-20,1210.85,2179.62,12301.7,2029.37,10576.7,
2001-07-23,1191.03,2169.01,12236.5,1988.56,10424.4,11609.63
2001-07-24,1171.65,2136.45,12214.1,1959.24,10241.1,11883.25
2001-07-25,1190.49,2112.26,,1984.32,10405.7,11891.61
2001-07-26,1202.93,2094.01,12039.8,2022.96,10455.6,11858.56
2001-07-27,1205.82,2065.73,12182.2,2029.07,10416.7,11798.08
2001-07-30,1204.52,1956.82,12083.5,2017.83,10401.7,11572.23
2001-07-31,1211.23,1920.32,12316.7,2027.12,10522.8,11860.77
2001-08-01,1215.93,1986.93,12478.7,2068.38,10510.0,11959.33
2001-08-02,1220.75,1957.02,12466.4,2087.38,10551.2,12399.2
2001-08-03,1214.35,1958.69,12311.4,2066.33,10512.8,12241.97
2001-08-06,1200.48,1882.13,12212.8,2034.26,10401.3,12243.9
2001-08-07,1204.4,1903.93,12007.2,2027.79,10458.7,12319.46
2001-08-08,1183.53,1895.17,11958.0,1966.36,10293.5,12163.67
2001-08-09,1183.43,1924.59,11716.8,1963.32,10298.6,11754.56
2001-08-10,1190.16,1955.04,11765.8,1956.47,10416.2,11735.06
2001-08-13,1191.29,1955.1,11694.3,1982.25,10415.9,11477.56
2001-08-14,1186.73,1939.54,11991.0,1964.53,10412.2,11917.95
2001-08-15,1178.02,1947.36,12141.6,1918.89,10346.0,11755.4
2001-08-16,1181.66,1919.65,11832.4,1930.32,10392.5,11515.02
2001-08-17,1161.97,1924.0,11754.8,1867.01,10240.8,11445.54
2001-08-20,1171.41,1934.49,11458.7,1881.35,10320.1,11257.94
2001-08-21,1157.26,1938.87,11440.3,1831.3,10174.1,11280.38
2001-08-22,1165.31,1903.45,11188.6,1860.01,10276.9,11396.43
2001-08-23,1162.09,1902.99,11345.4,1842.97,10229.2,11126.92
2001-08-24,1184.93,1886.8,11110.3,1916.8,10423.2,11166.31
2001-08-27,1179.21,1827.25,11234.7,1912.41,10382.3,11275.01
2001-08-28,1161.51,1843.39,11300.5,1864.98,10222.0,11189.4
2001-08-29,1148.56,1847.54,11242.4,1843.17,10090.9,10979.76
2001-08-30,1129.03,1839.63,11315.6,1791.68,9919.58,10938.45
2001-08-31,1133.58,1834.14,11090.5,1805.43,9949.75,10713.51
2001-09-03,,1817.19,10902.6,,,10409.68
2001-09-04,1132.94,1862.36,11136.9,1770.78,9997.49,10772.59
2001-09-05,1131.74,1868.27,10943.1,1759.01,10033.3,10598.79
2001-09-06,1106.4,1861.56,10664.3,1705.64,9840.84,10650.33
2001-09-07,1085.78,1808.84,10384.2,1687.7,9605.85,10516.79
2001-09-10,1092.54,1856.53,10366.3,1695.38,9605.51,10195.69
2001-09-11,,1863.78,10417.4,,,10292.95
2001-09-12,,1852.6,9493.62,,,9610.1
2001-09-13,,1839.91,9569.21,,,9613.09
2001-09-14,,1818.38,9655.45,,,10008.89
2001-09-17,1038.77,1784.61,9319.35,1579.55,8920.7,9504.41
2001-09-18,1032.74,1798.62,9307.9,1555.08,8903.4,9679.88
2001-09-19,1016.1,1822.69,9558.15,1527.8,8759.13,9939.6
2001-09-20,984.54,1818.42,9317.98,1470.93,8376.21,9785.16
2001-09-21,965.8,1807.02,8934.2,1423.19,8235.81,9554.99
2001-09-24,1003.45,1794.96,9284.5,1499.41,8603.86,
2001-09-25,1012.27,1793.88,9210.06,1501.64,8659.97,9693.97
2001-09-26,1007.04,1767.81,9371.75,1464.04,8567.39,9641.7
2001-09-27,1018.61,1764.93,9600.79,1460.71,8681.42,9696.53
2001-09-28,1040.94,1764.87,9950.7,1498.8,8847.56,9774.68
2001-10-01,1038.55,,,1480.45,8836.83,9972.28
2001-10-02,1051.33,,,1492.32,8950.59,10136.56
2001-10-03,1072.28,,9897.14,1580.81,9123.78,9924.23
2001-10-04,1069.63,,10286.4,1597.34,9060.88,10205.48
2001-10-05,1071.38,,10277.4,1605.3,9119.77,10205.87
2001-10-08,1062.44,1726.53,9967.83,1605.95,9067.94,
2001-10-09,1056.75,1744.64,10358.9,1570.19,9052.44,10011.77
2001-10-10,1080.99,1686.61,10298.2,1626.26,9240.86,9964.88
2001-10-11,1097.43,1638.33,10522.6,1701.47,9410.45,10347.01
2001-10-12,1091.65,1691.33,10274.1,1703.4,9344.16,10632.35
2001-10-15,1089.98,1687.28,10130.6,1696.31,9347.62,10452.54
2001-10-16,1097.54,1655.9,10148.5,1722.07,9384.23,10637.82
2001-10-17,1077.09,1643.07,10260.8,1646.34,9232.97,10755.45
2001-10-18,1068.61,1615.58,9880.61,1652.72,9163.22,10474.85
2001-10-19,1073.48,1572.45,9825.84,1671.31,9204.11,10538.79
2001-10-22,1089.9,1520.67,9797.54,1708.08,9377.03,10565.41
2001-10-23,1084.78,1670.56,10219.8,1704.44,9340.08,10861.56
2001-10-24,1085.2,1718.06,10243.5,1731.54,9345.62,10802.15
2001-10-25,1100.09,1676.5,10243.5,1775.47,9462.9,10880.1
2001-10-26,1104.61,1677.88,10404.7,1768.96,9545.17,10795.16
2001-10-29,1078.3,1700.48,10178.1,1699.52,9269.5,10612.31
2001-10-30,1059.79,1682.77,10076.4,1667.41,9121.98,10512.82
2001-10-31,1059.78,1689.17,10074.0,1690.2,9075.14,10366.34
2001-11-01,1084.1,1707.75,10158.8,1746.3,9263.9,10347.28
2001-11-02,1087.2,1691.35,10186.1,1745.73,9323.54,10383.78
2001-11-05,1102.84,1679.57,10430.7,1793.65,9441.03,10447.54
2001-11-06,1118.86,1671.28,10356.0,1835.08,9591.12,10633.72
2001-11-07,1115.8,1594.05,10269.8,1837.53,9554.37,10284.98
2001-11-08,1118.54,1605.87,10538.6,1827.77,9587.52,10431.79
2001-11-09,1120.31,1630.36,10609.2,1828.48,9608.0,10215.71
2001-11-12,1118.33,1621.2,10592.5,1840.13,9554.37,10081.56
2001-11-13,1139.09,1615.93,10662.8,1892.11,9750.95,10030.56
2001-11-14,1141.21,1617.1,10950.0,1903.19,9823.61,10086.76
2001-11-15,1142.24,1621.34,11239.4,1900.57,9872.39,10489.89
2001-11-16,1138.65,1646.76,11287.4,1898.58,9866.99,10649.09
2001-11-19,1151.06,1669.89,11360.3,1934.42,9976.46,10727.94
2001-11-20,1142.66,1699.73,11225.8,1880.51,9901.38,10575.62
2001-11-21,1137.03,1705.66,11173.9,1875.05,9834.68,10661.08
2001-11-22,,1715.81,11253.3,,,10696.82
2001-11-23,1150.34,1712.56,11322.4,1903.2,9959.71,
2001-11-26,1157.42,1705.89,11392.0,1941.23,9982.75,11064.3
2001-11-27,1149.5,1722.59,11261.5,1935.97,9872.6,10948.89
2001-11-28,1128.52,1735.0,11066.2,1887.97,9711.86,10624.81
2001-11-29,1140.2,1732.3,11090.7,1933.26,9829.42,10655.96
2001-11-30,1139.45,1747.99,11279.2,1930.58,9851.56,10697.44
2001-12-03,1129.9,1762.56,11155.2,1904.9,9763.96,10370.62
2001-12-04,1144.8,1769.68,11427.3,1963.1,9893.84,10452.65
2001-12-05,1170.35,1745.23,11678.4,2046.84,10114.3,10713.81
2001-12-06,1167.1,1751.18,11745.8,2054.27,10099.1,10857.28
2001-12-07,1158.31,1745.41,11832.2,2021.26,10049.5,10796.89
2001-12-10,1139.93,1748.68,11784.9,1992.12,9921.45,10571.01
2001-12-11,1136.76,1728.88,11693.0,2001.93,9888.37,10473.91
2001-12-12,1137.07,1715.17,11847.1,2011.38,9894.81,10801.52
2001-12-13,1119.38,1688.01,11529.5,1946.51,9766.45,10433.45
2001-12-14,1123.09,1675.51,11466.1,1953.17,9811.15,10511.65
2001-12-17,1134.36,1665.94,11465.8,1987.45,9891.97,10323.35
2001-12-18,1142.92,1687.29,11486.9,2004.76,9998.39,10432.17
2001-12-19,1149.56,1672.7,11565.2,1982.89,10070.5,10471.93
2001-12-20,1139.93,1631.54,11601.1,1918.54,9985.18,10434.52
2001-12-21,1144.89,1640.14,11158.1,1945.83,10035.3,10335.45
2001-12-24,1144.65,1606.1,11209.8,1944.48,10035.3,
2001-12-25,,1611.17,,,,10254.81
2001-12-26,1149.37,1633.64,,1960.7,10088.1,10192.57
2001-12-27,1157.13,1627.92,11359.5,1976.42,10131.3,10457.61
2001-12-28,1161.02,1639.48,11431.6,1987.26,10137.0,10542.62
2001-12-31,1148.08,1645.97,11397.2,1950.4,10021.5,
2002-01-02,1154.67,,11350.8,1979.25,10073.4,
2002-01-03,1165.27,,11423.5,2044.27,10172.1,
2002-01-04,1172.51,1611.39,11702.2,2059.38,10259.7,10871.49
2002-01-07,1164.89,1596.76,11892.6,2037.1,10197.0,10942.36
2002-01-08,1160.71,1583.46,11713.7,2055.74,10150.5,10695.6
2002-01-09,1155.14,1561.35,11440.7,2044.89,10094.1,10663.98
2002-01-10,1156.55,1576.44,11256.1,2047.24,10067.9,10538.43
2002-01-11,1145.6,1535.59,11166.5,2022.46,9987.53,10441.59
2002-01-14,1138.41,1485.11,11209.4,1990.74,9891.42,
2002-01-15,1146.19,1459.65,11013.6,2000.91,9924.15,10208.05
2002-01-16,1127.57,1479.62,10964.1,1944.44,9712.27,10177.58
2002-01-17,1138.88,1419.52,11013.8,1985.82,9850.04,10128.18
2002-01-18,1127.58,1415.44,10973.0,1930.34,9771.85,10293.32
2002-01-21,,1366.97,11000.2,,,10280.25
2002-01-22,1119.31,1358.69,10797.7,1882.53,9713.8,10050.98
2002-01-23,1128.18,1444.97,10762.1,1922.38,9730.96,10040.91
2002-01-24,1132.15,1456.4,10741.5,1942.58,9796.07,10074.05
2002-01-25,1133.28,1451.48,10773.0,1937.7,9840.08,10144.14
2002-01-28,1133.06,1359.55,10767.5,1943.91,9865.75,10220.85
2002-01-29,1100.64,1392.78,11014.2,1892.99,9618.24,10026.03
2002-01-30,1113.57,1396.61,10757.0,1913.44,9762.86,9919.48
2002-01-31,1130.2,1491.67,10725.3,1934.06,9920.0,9997.8
2002-02-01,1122.2,1485.77,10691.2,1911.24,9907.26,9791.43
2002-02-04,1094.44,1511.33,10721.3,1855.53,9687.09,9631.93
2002-02-05,1090.02,1518.28,10609.2,1838.52,9685.43,9475.6
2002-02-06,1083.51,1485.8,10592.4,1812.71,9653.39,9420.85
2002-02-07,1080.17,1515.39,10409.7,1782.11,9625.44,9583.27
2002-02-08,1096.22,1506.62,10519.0,1818.88,9744.24,9686.06
2002-02-11,1111.94,,10832.7,1846.66,9884.78,
2002-02-12,1107.5,,,1834.22,9863.74,9877.99
2002-02-13,1118.51,,,1859.16,9989.67,9968.35
2002-02-14,1116.48,,,1843.37,10002.0,10081.09
2002-02-15,1104.18,,10961.9,1805.2,9903.04,10048.1
2002-02-18,,,11002.8,,,10093.25
2002-02-19,1083.34,,10840.5,1750.61,9745.14,9847.16
2002-02-20,1097.98,,10749.1,1775.57,9941.17,9834.13
2002-02-21,1080.95,,10788.9,1716.24,9834.68,10295.42
2002-02-22,1089.84,,10664.9,1724.54,9968.15,10356.78
2002-02-25,1109.43,1530.28,10496.0,1769.88,10145.7,10296.47
2002-02-26,1109.38,1531.17,10547.1,1766.86,10115.3,10202.63
2002-02-27,1109.89,1538.32,10648.7,1751.88,10127.6,10573.09
2002-02-28,1106.73,1524.7,10482.5,1731.49,10106.1,10587.83
2002-03-01,1131.78,1502.54,10425.3,1802.74,10368.9,10812.0
2002-03-04,1153.84,1526.8,10704.1,1859.32,10586.8,11450.22
2002-03-05,1146.14,1560.08,10985.8,1866.29,10433.4,11348.45
2002-03-06,1162.77,1569.21,11003.0,1890.4,10574.3,11358.53
2002-03-07,1157.54,1613.0,11188.1,1881.63,10525.4,11648.34
2002-03-08,1164.31,1640.26,11233.2,1929.67,10572.5,11885.79
2002-03-11,1168.26,1664.09,11318.9,1929.49,10611.2,11919.3
2002-03-12,1165.58,1643.69,11273.9,1897.12,10632.3,11607.33
2002-03-13,1154.09,1623.43,11217.5,1862.03,10501.8,11415.31
2002-03-14,1153.04,1665.15,11303.7,1854.14,10517.1,11568.82
2002-03-15,1166.16,1620.98,11210.2,1868.3,10607.2,11648.01
2002-03-18,1165.55,1623.88,11230.6,1877.06,10577.8,11498.38
2002-03-19,1170.29,1665.36,11222.8,1880.87,10635.2,11792.82
2002-03-20,1151.85,1682.51,11036.6,1832.87,10501.6,11526.78
2002-03-21,1153.59,1685.02,10829.7,1868.83,10479.8,
2002-03-22,1148.7,1669.69,10863.1,1851.39,10427.7,11345.08
2002-03-25,1131.87,1675.29,10836.6,1812.49,10281.7,11261.09
2002-03-26,1138.49,1649.48,10786.9,1824.17,10353.4,11207.92
2002-03-27,1144.58,1654.23,10987.9,1826.75,10426.9,11323.68
2002-03-28,1147.39,1650.67,11032.9,1845.35,10403.9,11333.11
2002-03-29,,1603.91,,1858.25,,11024.94
2002-04-01,1146.54,1608.51,,1862.62,10362.7,11028.7
2002-04-02,1136.76,1582.88,10878.0,1804.4,10313.7,11204.49
2002-04-03,1125.4,1594.51,10834.0,1784.35,10198.3,11400.71
2002-04-04,1126.34,1641.7,10831.4,1789.75,10235.2,11379.2
2002-04-05,1122.73,1634.64,,1770.03,10271.6,11335.49
2002-04-08,1125.29,1640.65,10723.7,1785.87,10249.1,11352.89
2002-04-09,1117.8,1667.52,10733.7,1742.57,10208.7,11114.49
2002-04-10,1130.47,1677.66,10643.1,1767.07,10381.7,11218.58
2002-04-11,1103.69,1649.53,10744.9,1725.25,10176.1,11147.27
2002-04-12,1111.01,1658.98,10710.5,1756.19,10190.8,10962.98
2002-04-15,1102.55,1649.5,10728.0,1753.78,10093.7,11137.3
2002-04-16,1128.37,1640.29,10788.5,1816.79,10301.3,11346.66
2002-04-17,1126.07,1644.4,11090.6,1810.67,10220.8,11543.71
2002-04-18,1124.47,1628.14,11217.2,1802.43,10205.3,11575.73
2002-04-19,1125.17,1635.17,11252.2,1796.83,10257.1,11512.01
2002-04-22,1107.83,1627.48,11139.4,1758.68,10136.4,11721.64
2002-04-23,1100.96,1624.55,11345.2,1730.29,10089.2,11736.83
2002-04-24,1093.14,1611.05,11396.6,1713.34,10030.4,11672.88
2002-04-25,1091.48,1615.92,11409.3,1713.7,10035.1,11648.72
2002-04-26,1076.32,1640.59,11385.1,1663.89,9910.72,11541.39
2002-04-29,1065.45,1665.81,11361.5,1656.93,9819.87,
2002-04-30,1076.92,1667.75,11497.6,1688.23,9946.22,11492.54
2002-05-01,1086.46,,,1677.53,10059.6,11552.79
2002-05-02,1084.56,,11780.1,1644.82,10091.9,11551.01
2002-05-03,1073.43,,11797.2,1613.03,10006.6,
2002-05-06,1052.67,,11736.2,1578.48,9808.04,
2002-05-07,1049.49,,11796.0,1573.82,9836.55,11316.04
2002-05-08,1088.85,1652.37,11768.3,1696.29,10141.8,11520.75
2002-05-09,1073.01,1650.58,11700.8,1650.49,10037.4,11633.3
2002-05-10,1054.99,1638.2,11645.9,1600.85,9939.92,11531.11
2002-05-13,1074.56,1623.94,11733.4,1652.54,10109.7,11336.95
2002-05-14,1097.28,1616.23,11690.3,1719.05,10298.1,11356.19
2002-05-15,1091.07,1598.35,11838.4,1725.56,10243.7,11642.97
2002-05-16,1098.23,1549.5,11832.8,1730.44,10289.2,11738.69
2002-05-17,1106.59,1567.5,11974.6,1741.39,10353.1,11847.32
2002-05-20,1091.88,1541.53,,1701.59,10229.5,11856.54
2002-05-21,1079.88,1588.11,11753.3,1664.18,10105.7,11801.16
2002-05-22,1086.02,1564.49,11795.2,1673.45,10157.9,11961.98
2002-05-23,1097.08,1571.61,11624.8,1697.63,10216.1,11979.85
2002-05-24,1083.82,1549.47,11626.8,1661.49,10104.3,11976.28
2002-05-27,,1555.05,11564.7,,,11976.35
2002-05-28,1074.55,1558.52,11581.6,1652.17,9981.58,11936.08
2002-05-29,1067.66,1524.81,11430.7,1624.39,9923.04,11853.0
2002-05-30,1064.66,1523.52,11380.6,1631.92,9911.69,11770.03
2002-05-31,1067.14,1515.73,11301.9,1615.73,9925.25,11763.7
2002-06-03,1040.68,1483.35,11359.8,1562.56,9709.79,11901.39
2002-06-04,1040.69,1490.51,11312.5,1578.12,9687.84,11653.07
2002-06-05,1049.9,1462.0,11402.4,1595.25,9796.8,11663.87
2002-06-06,1029.15,1521.26,11380.8,1554.88,9624.64,11574.94
2002-06-07,1027.53,1529.51,11284.7,1535.48,9589.67,11438.53
2002-06-10,1030.74,1517.23,11288.8,1530.69,9645.4,11370.21
2002-06-11,1013.6,1530.96,11215.0,1497.18,9517.26,11449.44
2002-06-12,1020.26,1524.84,11148.0,1519.12,9617.71,11327.06
2002-06-13,1009.56,1511.71,11119.3,1496.86,9502.8,11144.84
2002-06-14,1007.27,1494.25,10955.5,1504.74,9474.21,10920.63
2002-06-17,1036.17,1496.24,10832.3,1553.29,9687.42,10664.11
2002-06-18,1037.14,1524.07,10852.0,1542.96,9706.12,10839.93
2002-06-19,1019.99,1507.67,10673.1,1496.83,9561.57,10476.18
2002-06-20,1006.29,1516.15,10754.4,1464.75,9431.77,10612.98
2002-06-21,989.14,1562.72,10591.9,1440.96,9253.79,10354.35
2002-06-24,992.72,1707.31,10657.3,1460.34,9281.82,10471.32
2002-06-25,976.14,1706.59,10609.0,1423.99,9126.82,10496.67
2002-06-26,973.53,1712.91,10355.9,1429.33,9120.11,10074.56
2002-06-27,990.64,1723.55,10518.1,1459.2,9269.92,10261.6
2002-06-28,989.82,1732.76,10598.5,1463.21,9243.26,10621.84
2002-07-01,968.65,1713.71,,1403.8,9109.79,10595.44
2002-07-02,948.09,1724.95,10491.8,1357.82,9007.75,10622.32
2002-07-03,953.99,1730.92,10579.2,1380.17,9054.97,10812.3
2002-07-04,,1713.14,10765.6,,,10632.81
2002-07-05,989.03,1722.19,10806.2,1448.36,9379.5,10826.09
2002-07-08,976.98,1732.93,10803.5,1405.61,9274.9,10769.2
2002-07-09,952.83,1729.99,10843.2,1381.12,9096.09,10960.25
2002-07-10,920.47,1701.82,10787.5,1346.01,8813.5,10752.66
2002-07-11,927.37,1696.94,10558.8,1374.43,8801.53,10485.74
2002-07-12,921.39,1698.3,10648.3,1373.5,8684.53,10601.45
2002-07-15,917.93,1687.95,10581.7,1382.62,8639.19,10375.15
2002-07-16,900.94,1691.62,10421.5,1375.26,8473.11,10250.42
2002-07-17,906.04,1701.72,10335.1,1397.25,8542.48,10296.02
2002-07-18,881.56,1704.91,10452.5,1356.95,8409.49,10498.26
2002-07-19,847.75,1713.86,10325.5,1319.15,8019.26,10202.36
2002-07-22,819.85,1681.01,10110.2,1282.65,7784.58,10189.01
2002-07-23,797.7,1673.86,10313.9,1229.05,7702.34,10215.63
2002-07-24,843.43,1672.4,9971.99,1290.23,8191.29,9947.72
2002-07-25,838.68,1665.11,9884.78,1240.08,8186.31,9929.91
2002-07-26,852.84,1657.5,9773.12,1262.12,8264.39,9591.03
2002-07-29,898.96,1665.67,9975.99,1335.25,8711.88,9666.67
2002-07-30,902.78,1669.0,10155.2,1344.19,8680.03,10003.72
2002-07-31,911.62,1651.59,10267.4,1328.26,8736.59,9877.94
2002-08-01,884.66,1653.01,10180.0,1280.0,8506.62,9793.51
2002-08-02,864.24,1661.87,9991.72,1247.92,8313.13,9709.66
2002-08-05,834.6,1653.96,9862.33,1206.01,8043.63,9704.93
2002-08-06,859.57,1670.62,9700.69,1259.55,8274.09,9501.02
2002-08-07,876.77,1668.07,9977.74,1280.9,8456.15,9834.4
2002-08-08,905.46,1659.8,9962.24,1316.52,8712.02,9799.57
2002-08-09,908.64,1647.05,10014.1,1306.12,8745.45,9999.79
2002-08-12,903.8,1634.57,9959.92,1306.84,8688.89,9747.82
2002-08-13,884.21,1636.63,10100.1,1269.28,8482.46,9688.61
2002-08-14,919.62,1646.72,9961.35,1334.29,8743.31,9638.41
2002-08-15,930.25,1634.37,10219.7,1345.01,8818.14,9795.57
2002-08-16,928.77,1646.79,10265.0,1361.01,8778.06,9788.13
